title,score
Zoo Tycoon,5.5
Fighter Within,2.7
Injustice: Gods Among Us -- Ultimate Edition,8.2
Stick it to The Man,8.6
NBA 2K14,8.9
NBA 2K14,8.9
Regular Show: Mordecai and Rigby in 8-Bit Land,6.2
Ratchet & Clank: Into the Nexus,8.2
Bioshock Infinite: Burial at Sea -- Episode One,7
Bioshock Infinite: Burial at Sea -- Episode One,7
Bioshock Infinite: Burial at Sea -- Episode One,7
Just Dance 2014,7.5
Just Dance 2014,7.7
Assassin's Creed IV: Black Flag,8.5
Assassin's Creed IV: Black Flag,8.5
Battlefield 4,8.5
Battlefield 4,8
Injustice: Gods Among Us -- Ultimate Edition,8.2
Injustice: Gods Among Us -- Ultimate Edition,8.2
Mario Party: Island Tour,5.5
Super Motherload,6
Just Dance 2014,7.5
Ryse: Son of Rome,6.8
Ryse: Son of Rome,6.8
Wii Fit U,7.5
Professor Layton and the Azran Legacy,8.5
XCOM: Enemy Within -- Commander Edition,9
Need for Speed Rivals,8
Need for Speed Rivals,8
Need for Speed Rivals,8
SimCity: Cities of Tomorrow,7.5
Forza Motorsport 5,8.8
Tearaway,9.3
Battlefield 4,8.5
Super Mario 3D World,9.6
NBA Live 14,4.3
NBA Live 14,4.3
The Pinball Arcade,9
Battlefield 4,8
WWE 2K14,8.7
WWE 2K14,8.7
Prime World,5.9
Batman: Arkham Origins Blackgate -- Deluxe Edition,7.4
Batman: Arkham Origins Blackgate -- Deluxe Edition,7.4
Batman: Arkham Origins Blackgate -- Deluxe Edition,7.4
Batman: Arkham Origins Blackgate,7.4
Batman: Arkham Origins Blackgate,7.4
Batman: Arkham Origins,7.8
Batman: Arkham Origins,7.8
Batman: Arkham Origins,7.8
Batman: Arkham Origins,7.8
Phoenix Wright: Ace Attorney -- Dual Destinies,7.2
How to Survive,5.4
How to Survive,5.4
How to Survive,5.4
How to Survive,5.4
Wii Party U,7.5
Sonic: Lost World [3DS],6.8
Rocksmith 2014,9
Rocksmith 2014,9
Rocksmith 2014,9
Rocksmith 2014,9
Borderlands 2: T.K. Baha's Bloody Harvest,7
Adventure Time: Explore the Dungeon Because I Don't Know!,3.5
Adventure Time: Explore the Dungeon Because I Don't Know!,3.5
Adventure Time: Explore the Dungeon Because I Don't Know!,3.5
Gran Turismo 6,8
The Guided Fate Paradox,7
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,6.5
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,6.5
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,6.5
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,6.5
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,6.5
Bravely Default,8.6
Warframe,7.5
Escape Plan,8
Flower,9
Tiny Brains,4.5
Tiny Brains,4.5
Tiny Brains,4.5
Redshirt,7.4
X Rebirth,4.3
DC Universe Online,8
FIFA 14,9.1
FIFA 14,9.1
FIFA 14,9.1
Baldur's Gate II -- Enhanced Edition,8.3
Device 6,9.5
The Walking Dead: A Telltale Game Series -- Season Two,8
The Walking Dead: A Telltale Game Series -- Season Two,8
The Walking Dead: Season Two -- Episode 1: All That Remains,8
The Walking Dead: A Telltale Game Series -- Season Two,8
Assassin's Creed IV: Black Flag -- Freedom Cry,7
World of Warplanes,7.8
Angry Birds Go!,5
Angry Birds Go!,5
Saint Seiya: Brave Soldiers,5.5
Doki-Doki Universe,7
Doki-Doki Universe,7
Doki-Doki Universe,7
Assassin's Creed Pirates,5.5
Air Conflicts: Vietnam,3.5
Terraria,9.2
Air Conflicts: Vietnam,3.5
Air Conflicts: Vietnam,3.5
Young Justice: Legacy,4.8
Young Justice: Legacy,4.8
Young Justice: Legacy,4.8
The Novelist,6.5
The Amazing Spider-Man,4.8
Peggle 2,9
Peggle 2,9
Max: The Curse of Brotherhood,6
NES Remix,8
Ravensword: Shadowlands,5.6
Borderlands 2: How Marcus Saved Mercenary Day,7.3
Borderlands 2: How Marcus Saved Mercenary Day,7.3
Ys: Memories of Celceta,7.5
The Room Two,8.6
Republique -- Episode 1: Exordium,8.5
Adventure Time: Explore the Dungeon Because I Don't Know!,3.5
Adventure Time: Explore the Dungeon Because I Don't Know!,3.5
Cut The Rope 2,8
Samurai Gunn,8.3
Grand Theft Auto: San Andreas,8.3
AquaPazza,7
The Walking Dead: Season Two -- Episode 1: All That Remains,8
The Walking Dead: Season Two -- Episode 1: All That Remains,8
The Walking Dead: Season Two -- Episode 1: All That Remains,8
The Walking Dead: A Telltale Game Series -- Season Two,8
The Walking Dead: A Telltale Game Series -- Season Two,8
The Walking Dead: A Telltale Game Series -- Season Two,8
The Walking Dead: A Telltale Game Series -- Season Two,8
The Walking Dead: Season Two -- Episode 1: All That Remains,8
The Walking Dead: A Telltale Game Series -- Season Two,8
Insurgency,7.5
Tomb Raider: Definitive Edition,9.1
Tomb Raider: Definitive Edition,9.1
Consortium,7.2
Minecraft,9.5
Minecraft,9.5
KickBeat,6.5
OlliOlli,7.7
OlliOlli,7.7
Assassin's Creed Liberation HD,5.2
Assassin's Creed Liberation HD,5.2
Assassin's Creed Liberation HD,5.2
X-Men: Battle of the Atom,4
Broken Age: Act 1,9.5
Broken Age: Act 1,9.5
Joe Danger Infinity,8.6
Nidhogg,9
Continue?9876543210,7.9
The Banner Saga,8.6
Don't Starve,7.5
Don't Starve,7.5
Not the Robots,6.5
Halo: Spartan Assault,5.8
Zumba Fitness World Party,7.2
Metal Gear Rising: Revengeance,8.5
Dr. Luigi,7.5
"Sorcery Saga: The Curse of the Great Curry God (Hot and Spicy, Everything Nicey Limited Edition)",7.5
Sorcery Saga: The Curse of the Great Curry God,7.5
Rambo: The Video Game,3
Banished,8.3
Tales of Symphonia Chronicles,8
BandFuse: Rock Legends,8.2
BandFuse: Rock Legends,8.2
Horizon,6.5
The LEGO Movie Videogame,6.5
The LEGO Movie Videogame,6.5
Borderlands 2: Mad Moxxi and the Wedding Day Massacre,5.7
Lightning Returns: Final Fantasy XIII,7
Lightning Returns: Final Fantasy XIII,7
Flappy Bird,5.4
TxK,8.2
Toukiden: The Age of Demons,6.2
Strider,7.5
Strider,7.5
Strider,7.5
Strider,7.5
Strider,7.5
Earth Defense Force 2025,6.5
Earth Defense Force 2025,6.5
Flappy Bird,5.4
Flappy Bird,5.4
Dustforce,7.7
Dustforce,7.7
Jazzpunk,7
Dragon Ball Z: Battle of Z,6.6
Dragon Ball Z: Battle of Z,6.6
Dragon Ball Z: Battle of Z,6.6
The Wolf Among Us: Episode 2 -- Smoke and Mirrors,8.5
Donkey Kong Country: Tropical Freeze,9
The Last of Us: Left Behind,9
Minecraft -- Pocket Edition,7.5
Minecraft -- Pocket Edition,7.5
League of Legends,9.2
League of Legends,9.2
The LEGO Movie Videogame,6.5
The LEGO Movie Videogame,6.5
The LEGO Movie Videogame,6.5
The Wolf Among Us: Episode 2 -- Smoke and Mirrors,8.5
The Wolf Among Us: Episode 2 -- Smoke and Mirrors,8.5
Unepic,7
The Castle Doctrine,4.5
Surge Deluxe,7.2
Rekoil,3
Fable Anniversary,8
Octodad: Dadliest Catch,7.8
Blackguards,7.8
The LEGO Movie Videogame,6.5
Might and Magic X Legacy,7.3
Titanfall,8.9
Final Fantasy X / X-2 HD Remaster,9.3
Final Fantasy X / X-2 HD Remaster (Limited Edition),9.3
Final Fantasy X / X-2 HD Remaster,9.3
Basement Crawl,3
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5
The Witch and the Hundred Knight,5.8
South Park: The Stick of Truth,9
South Park: The Stick of Truth,9
South Park: The Stick of Truth,9
Thief,6.5
Thief,6.5
Castlevania: Lords of Shadow 2,6.5
Castlevania: Lords of Shadow 2,6.5
Castlevania: Lords of Shadow 2,6.5
Plants vs. Zombies: Garden Warfare,7.8
Thief,6.8
Thief,6.8
Thief,6.8
Rambo: The Video Game,3
Rambo: The Video Game,3
Deus Ex: The Fall,3
Professor Layton vs. Phoenix Wright,7.8
Luftrausers,8.7
Luftrausers,8.7
Infamous: Second Son,8.7
Yaiba: Ninja Gaiden Z,5.6
Yaiba: Ninja Gaiden Z,5.6
Master Reboot,6.2
Master Reboot,6.2
Metal Gear Solid V: Ground Zeroes,8
Metal Gear Solid V: Ground Zeroes,8
Metal Gear Solid V: Ground Zeroes,8
Metal Gear Solid V: Ground Zeroes,8
One Piece: Romance Dawn,5
Hearthstone: Heroes of WarCraft,9
Hearthstone: Heroes of WarCraft,9
Hearthstone: Heroes of WarCraft,9
Steel Diver: Sub Wars,7.8
Yoshi's New Island,7.9
Dark Souls II,9
Dark Souls II,9
Dark Souls II,9
Titanfall,8.9
Titanfall,8.9
Titanfall (Collector's Edition),8.9
LEGO: The Hobbit,7.4
The Wolf Among Us: Episode 3 -- A Crooked Mile,9.2
The Wolf Among Us: Episode 3 -- A Crooked Mile,9.2
The Wolf Among Us: Episode 3 -- A Crooked Mile,9.2
Kinect Sports Rivals,7.3
Don Bradman Cricket,6.8
Don Bradman Cricket 14,6.8
MLB 14: The Show,8.1
MLB 14: The Show,8.1
Dead Nation: Apocalypse Edition,8
Betrayer,5
Age of Wonders III,7.1
Goat Simulator,8
Smite,8.5
The Elder Scrolls Online,7.8
Diablo III: Reaper of Souls,9.1
Diablo III: Reaper of Souls,9.1
Atelier Escha & Logy: Alchemist of Dusk Sky,7
BlazBlue: Chrono Phantasma,8.5
BlazBlue: Chrono Phantasma,8.5
World of Tanks,8
TowerFall Ascension,8.9
TowerFall Ascension,8.9
Bioshock Infinite: Burial at Sea -- Episode Two,8.8
Pokemon Battle Trozei,7
The Amazing Spider-Man 2,4.5
"Sir, You are Being Hunted",7.7
Republique -- Episode 2: Metamorphosis,7.5
The Amazing Spider-Man 2,5.4
The Amazing Spider-Man 2,5.4
The Amazing Spider-Man 2,5.4
The Amazing Spider-Man 2,5.4
The Amazing Spider-Man 2,5.4
The Amazing Spider-Man 2,5.4
Starlight Inception,3.8
Wargame: Red Dragon,7.6
Daylight,5.8
Daylight,5.8
Child of Light,9.3
Mercenary Kings,8
Mercenary Kings,8
Mario Golf World Tour,8.6
Transformers: Rise of the Dark Spark,4.9
Transformers: Rise of the Dark Spark,4.9
Resogun Heroes,8.5
Sniper Elite III,8.2
Sniper Elite III,8.2
WildStar,8.7
Child of Light,9.3
Child of Light,9.3
Child of Light,9.3
Child of Light,9.3
Child of Light,9.3
Child of Light,9.3
The Last Federation,6.9
Kirby: Triple Deluxe,6
"Batman: Arkham Origins -- Cold, Cold Heart",7
Octodad: Dadliest Catch,7.8
NES Remix 2,7.7
Hitman Go,8.2
Hitman Go,8.2
War of the Vikings,3.5
LEGO: The Hobbit,7
Ether One,7.9
Shovel Knight,9
Shovel Knight,9
Shovel Knight,9
Shovel Knight,9
Shovel Knight,9
Shovel Knight,9
Valiant Hearts: The Great War,7.7
Grid Autosport,8.3
FTL: Faster Than Light,9.6
FTL: Faster Than Light,9.6
2014 FIFA World Cup Brazil,7.5
2014 FIFA World Cup Brazil,7.5
Trials Fusion,8.2
Trials Fusion,8.2
Trials Fusion,8.2
Trials Fusion,8.2
Boom Beach,7
RBI Baseball 14,4.5
Pure Chess,6
Grid Autosport,8.3
Grid Autosport,8.3
Tales from Space: Mutant Blobs Attack,8
Tales from Space: Mutant Blobs Attack,8
War Thunder,7.2
War Thunder,7.2
War Thunder,7.2
Pure Chess,6
Pure Chess,6
Pure Chess,6
Football Manager Classic 2014,7.5
MLB 14: The Show,7.1
LEGO: The Hobbit,7.4
EA Sports UFC,6.8
EA Sports UFC,6.8
Entwined,6
Enemy Front,4.7
Oddworld: New 'n' Tasty,8.5
Crimsonland,7.5
Divinity: Original Sin,9
Another World: 20th Anniversary Edition,4
Mind Zero,7
1001 Spikes,8
1001 Spikes,8
1001 Spikes,8
1001 Spikes,8
1001 Spikes,8
Another World: 20th Anniversary Edition,4
Another World: 20th Anniversary Edition,4
MouseCraft,7.7
MouseCraft,7.7
MouseCraft,7.7
MouseCraft,7.7
Dynasty Warriors: Gundam Reborn,7
Sid Meier's Civilization Revolution 2,6.9
Guacamelee! Super Turbo Championship Edition,9.1
Tomodachi Life,8.4
Monster Monpiece,4.9
Among the Sleep,7.3
Ultra Street Fighter IV,9
Murdered: Soul Suspect,5.5
Murdered: Soul Suspect,5.5
Guacamelee! Super Turbo Championship Edition,9.1
Guacamelee! Super Turbo Championship Edition,9.1
Guacamelee! Super Turbo Championship Edition,9.1
The Wolf Among Us: Episode 5 -- Cry Wolf,9.3
The Wolf Among Us: Episode 5 -- Cry Wolf,9.3
Don Bradman Cricket,8
Transformers: Rise of the Dark Spark,4
Blue Estate,3
Battle Princess of Arcadias,7.6
Murdered: Soul Suspect,5.5
The Sly Collection,8.1
The Incredible Adventures of Van Helsing II,7.4
Tropico 5,7.2
Watch Dogs,7.5
The Wolf Among Us: Episode 4 -- In Sheep's Clothing,6
Watch Dogs,8.4
Watch Dogs,8.4
Watch Dogs,8.4
Transformers: Rise of the Dark Spark,4.9
Transformers: Rise of the Dark Spark,4.9
Transformers: Rise of the Dark Spark,4.9
Watch Dogs,8.4
Hyperdimension Neptunia: Producing Perfection,4
Drakengard 3,4.8
Drakengard 3 (Collector's Edition),4.8
Transistor,9
Transistor,9
Wolfenstein: The New Order,7.8
Wolfenstein: The New Order,7.8
Wolfenstein: The New Order,7.8
Wolfenstein: The New Order,7.8
Wolfenstein: The New Order,7.8
Mario Kart 8,9
Sportsfriends,8.7
Sportsfriends,8.7
Sportsfriends,8.7
Super TIME Force,7.5
Super TIME Force,7.5
The Walking Dead: Season Two -- Episode 3: In Harm's Way,9
Titan Attacks!,7.5
Titan Attacks!,7.5
Titan Attacks!,7.5
Borderlands 2,5.4
Bound by Flame,7
Bound by Flame,7
God of War Collection,6.3
Outlast: Whistleblower,6.4
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5
Infamous: First Light,7.5
Dark Souls II: Crown of the Old Iron King,8
The Golf Club: Collector's Edition,7
The Golf Club,7
The Golf Club: Collector's Edition,7
Outlast: Whistleblower,6.4
Tesla Effect: A Tex Murphy Adventure,6.8
JoJo's Bizarre Adventure: All Star Battle,7.4
Shadowgate -- The Classic Adventure Re-Imagined,6.4
AirMech Arena,5.5
Phantom Breaker: Battle Grounds,5
Orbital Gear,6.5
Madden NFL 15,8.7
Madden NFL 15,8.7
Metro: Redux,8.6
Metro: Redux,8.6
Firefall,5.7
Micromon,6.7
Out of the Park Baseball 15,8.5
Wii Sports Club,8
Wii Sports Club (Retail Edition),8
Siesta Fiesta,7.9
Metro: Redux,8.6
Counterspy,7
Counterspy,7
Counterspy,7
Tales of Xillia 2,8
Diablo III: Ultimate Evil Edition,9.2
Diablo III: Ultimate Evil Edition,9.2
Hohokum,8.8
Xenonauts,7.8
Fates Forever,7.5
Metrico,6.5
Road Not Taken,6.7
Sacred 3,6.5
Sharknado: The Video Game,5.5
The Last of Us: Remastered,10
Gods Will Be Watching,8
Hohokum,8.8
Hohokum,8.8
Risen 3: Titan Lords,5.2
Abyss Odyssey,6.7
Abyss Odyssey,6.7
Abyss Odyssey,6.7
One Piece: Unlimited World Red,7
One Piece: Unlimited World Red,7
One Piece: Unlimited World Red,7
The Walking Dead: Season Two -- Episode 4: Amid the Ruins,6
The Walking Dead: Season Two -- Episode 4: Amid the Ruins,6
Magic 2015 -- Duels of the Planewalkers,4.5
Dark Souls II: Crown of the Sunken King,8
Super Comboman,6
Ancient Space,6.6
The Vanishing of Ethan Carter,8.5
Skylanders Trap Team,8.2
Sherlock Holmes: Crimes & Punishments,7.5
Sherlock Holmes: Crimes & Punishments,7.5
Persona 4 Arena Ultimax,9.1
Persona 4 Arena Ultimax,9.1
Frozen Synapse Prime,8.7
Super Smash Bros. for Nintendo 3DS,8.8
Middle-earth: Shadow of Mordor,9.3
Middle-earth: Shadow of Mordor,9.3
Middle-earth: Shadow of Mordor,9.3
Planetary Annihilation,4.8
Hyrule Warriors,7
Murasaki Baby,7.5
Theatrhythm Final Fantasy: Curtain Call,8.5
Hyperdimension Neptunia Re:Birth 1,6
Forza Horizon 2,9
Dance Central Spotlight,7.4
Wasteland 2,8.4
Fenix Rage,6
Endless Legend,8.3
FIFA 15,8.3
FIFA 15,8.3
D4,7
NHL 15,7
Minecraft,9.7
Minecraft,9.7
Hatoful Boyfriend,8
Dead Rising 3,8.3
Destiny,7.8
Destiny,7.8
Destiny,7.8
Destiny,7.8
Pokemon Trading Card Game Online,6
Legend of Grimrock II,8.6
Natural Doctrine,2.8
Hack 'n' Slash,7.7
Minimum,6.5
Sword Art Online: Hollow Fragment,5.5
Disney Infinity: 2.0 Edition -- Marvel Super Heroes,6.8
Disney Infinity: 2.0 Edition -- Toy Box Starter Pack,6.8
Velocity 2X,9
Velocity 2X,9
The Sims 4,7.5
BioShock,6.7
Lichdom: Battlemage,6.5
Mighty Gunvolt,7.5
Azure Striker: Gunvolt,7.8
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5
The Evil Within,8.7
The Evil Within,8.7
Styx: Master of Shadows,7.2
Defense Grid 2,8
Defense Grid 2,8
Borderlands: The Pre-Sequel,8
Borderlands: The Pre-Sequel,8
Borderlands: The Pre-Sequel,8
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5
Bayonetta 2,9.5
Watch Dogs: Bad Blood,6.8
NBA 2K15,7.8
NBA 2K15,7.8
NBA 2K15,7.8
Sleeping Dogs: Definitive Edition,8.5
Project Spark,8
Project Spark,8
Costume Quest 2,7.6
Football Manager 2015,8.9
Halo: The Master Chief Collection,9
Freedom Wars,8
Teenage Mutant Ninja Turtles: Danger of the Ooze,5
Spacebase DF-9,6.8
Driveclub,7.9
Fairy Fencer F,7.3
Alien: Isolation,5.9
Alien: Isolation,5.9
Alien: Isolation,5.9
Call of Duty: Advanced Warfare,9.1
Call of Duty: Advanced Warfare,9.1
Call of Duty: Advanced Warfare,9.1
Call of Duty: Advanced Warfare,9.1
Call of Duty: Advanced Warfare,9.1
Costume Quest 2,7.8
Costume Quest 2,7.8
Costume Quest 2,7.8
Costume Quest 2,7.8
Assassinâ€™s Creed Rogue,6.8
Assassinâ€™s Creed Rogue,6.8
Sonic Boom: Rise of Lyric,4.3
Frozen Synapse Prime,8.7
Pro Evolution Soccer 2015,9
Shantae and the Pirate's Curse,8.5
NBA Live 15,5.5
NBA Live 15,5.5
Lords of the Fallen,7.4
WWE 2K15,5.9
Screencheat,7
Gabriel Knight: Sins of the Fathers -- 20th Anniversary Edition,7
Pro Evolution Soccer 2015,9
Pro Evolution Soccer 2015,9
Pro Evolution Soccer 2015,9
Pro Evolution Soccer 2015,9
Far Cry 4,8.5
Far Cry 4,8.5
Far Cry 4,8.5
Fantasy Life,8
Sid Meier's Civilization: Beyond Earth,7.9
The Legend of Korra,4.2
Disney Fantasia: Music Evolved,8.6
Game of Thrones: Episode 1 -- Iron From Ice,8
Game of Thrones: Episode 1 -- Iron From Ice,8
Game of Thrones: Episode 1 -- Iron From Ice,8
Randal's Monday,4.5
Captain Toad: Treasure Tracker,8.2
Valkyria Chronicles,8.8
Far Cry 4,8.5
Far Cry 4,8.5
Sonic Boom: Shattered Crystal,4
World of Warcraft: Warlords of Draenor,9
Dungeon of the Endless,8.1
Depth,7.7
Dreamfall Chapters,6.5
Assassin's Creed Unity,7.8
Assassin's Creed Unity,7.8
A Bird Story,8.8
The Binding of Isaac: Rebirth,9
The Binding of Isaac: Rebirth,9
Tales from the Borderlands -- Episode 1: Zer0 Sum,8.7
Tales from the Borderlands -- Episode 1: Zer0 Sum,8.7
This War Of Mine,8.4
LEGO Batman 3: Beyond Gotham,7.4
Assassin's Creed Unity,7.8
Dragon Age: Inquisition,8.8
Dragon Age: Inquisition,8.8
Dragon Age: Inquisition,8.8
LEGO Batman 3: Beyond Gotham,7.4
Persona Q: Shadow of the Labyrinth,8.5
Company of Heroes 2: Ardennes Assault,8.2
Super Smash Bros. for Wii U,9.8
Pokemon Omega Ruby Version,7.8
Pokemon Alpha Sapphire Version,7.8
WWE 2K15,7
WWE 2K15,7
Escape Dead Island,6.8
LittleBigPlanet 3,6.8
Grand Theft Auto V,10
Grand Theft Auto V,10
The Witcher Adventure Game,6.9
The Witcher Adventure Game,6.9
Kalimba,7.4
Guilty Gear Xrd Sign,8.5
Guilty Gear Xrd Sign,8.5
Xeodrifter,6.5
Scrolls,7.4
Neo Scavenger,7.9
Metal Gear Solid V: Ground Zeroes,8
Elite: Dangerous,7.4
Dead State,6.8
Xeodrifter,6.5
Stealth Inc. 2: A Game of Clones,8.5
The Talos Principle,8.3
Threes,9.3
Threes,9.3
Threes,9.3
Destiny: The Dark Below,6
Destiny: The Dark Below,6
The Witcher Adventure Game,6.9
The Witcher Adventure Game,6.9
Just Dance 2015,8
Kingdom Hearts HD II.5 ReMIX,8.4
Lara Croft and the Temple of Osiris,8.1
Secret Ponchos,7
Rugby 15,2
Rugby 15,2
Rugby 15,2
Rugby 15,2
Rugby 15,2
80 Days,9
The Crew,6
The Crew,6
The Crew,6
Resident Evil,8
Resident Evil,8
Resident Evil,8
Resident Evil,8
Saints Row IV: Re-Elected & Gat Out of Hell,7.8
Saints Row IV: Re-Elected & Gat Out of Hell,7.8
Blackguards 2,7.8
#IDARB,7.5
Assassin's Creed Unity -- Dead Kings,7.8
Funk of Titans,4
Sunset Overdrive,9
Sunset Overdrive -- Mystery of the Mooil Rig,8
Craft the World,6.2
Super Mega Baseball,8.1
Super Mega Baseball,8.1
Loadout,6.4
Evolve,9
Evolve,9
Evolve,9
Monster Hunter 4 Ultimate,9
Grow Home,8.8
Gravity Ghost,7.4
Apotheon,6.9
Chaos Heroes Online,5.6
The Legend of Zelda: Majora's Mask 3D,8.7
Raven's Cry,3
Game of Thrones: Episode 2 -- The Lost Lords,7
Life is Strange -- Episode 1: Chrysalis,6.5
Supreme League of Patriots,5.7
The Witcher Battle Arena,4.5
Assassin's Creed Chronicles: China,6.4
Assassin's Creed Chronicles: China,6.4
StarDrive 2,6.9
Grand Theft Auto V,10
I Am Bread,7.2
Grim Fandango Remastered,9.3
Grim Fandango Remastered,9.3
Grim Fandango Remastered,9.3
Dying Light,8.5
Dying Light,8.5
Dying Light,8.5
Grey Goo,7.6
Citizens of Earth,6.5
Citizens of Earth,6.5
White Night,5
Dragon Ball Xenoverse,6.7
OlliOlli 2: Welcome to OlliWood,9
OlliOlli 2: Welcome to OlliWood,9
Resident Evil Revelations 2 -- Episode 2,8
Screamride,8.2
Invisible Inc.,8.5
The Witcher 3: Wild Hunt,9.3
The Witcher 3: Wild Hunt,9.3
Mortal Kombat X,8.4
Mortal Kombat X,8.4
Titan Souls,8
Titan Souls,8
Titan Souls,8
MLB 15: The Show,8.5
Neverwinter,7.3
RBI Baseball 15,4.9
Xenoblade Chronicles,8.7
Resident Evil Revelations 2,7
Tales from the Borderlands -- Episode 2: Atlas Mugged,8.8
Mario Party 10,6.5
Resident Evil Revelations 2 -- Episode 4,6.8
Battlefield Hardline,8
Battlefield Hardline,8
Saints Row IV: Gat Out of Hell,7
Resident Evil,8
Halo 3: ODST [The Master Chief Collection],9
Elder Scrolls Online: Tamriel Unlimited,8
Elder Scrolls Online: Tamriel Unlimited,8
Heroes of the Storm,6.5
Heroes of the Storm,6.5
Audiosurf 2,7.5
Aaru's Awakening,6.7
Oblitus,7
Frozen Cortex,8.1
Homeworld Remastered Collection,9
Middle-earth: Shadow of Mordor: The Bright Lord,6.8
Resident Evil Revelations 2 -- Episode 1,7
Dead or Alive 5: Last Round,7
Dead or Alive 5: Last Round,7
Hand of Fate,7
The Witcher 3: Wild Hunt,9.3
Final Fantasy X / X-2 HD Remaster,9.3
Wolfenstein: The Old Blood,7
Wolfenstein: The Old Blood,7
Wolfenstein: The Old Blood,7
Project CARS,8.9
Final Fantasy: Record Keeper,6.2
Forza Horizon 2 Presents Fast & Furious,6.5
Axiom Verge,7.9
Pillars of Eternity,9
Dragon Age: Inquisition -- Jaws of Hakkon,7.5
Life is Strange -- Episode 2: Out of Time,7
Game of Thrones: Episode 3 -- The Sword in the Darkness,7.7
Borderlands: The Handsome Collection,8.4
Borderlands: The Handsome Collection,8.4
Final Fantasy Type-0 HD,8
Final Fantasy Type-0 HD,8
Sid Meier's Starships,6.5
Sid Meier's Starships,6.5
Helldivers,9
Helldivers,9
Helldivers,9
Mario vs. Donkey Kong: Tipping Stars,6.8
Mario vs. Donkey Kong: Tipping Stars,6.8
The Evil Within: The Executioner,6.5
Magicka 2,7.7
Magicka 2,7.7
Destiny: House of Wolves,7.5
Destiny: House of Wolves,7.5
Magnetic: Cage Closed,6.5
Hand of Fate,7
Sunless Sea,8.3
The Order: 1886,6.5
Kirby and the Rainbow Curse,8
Kick & Fennick,7.7
The Escapists,7.6
Midnight Star,6.5
Fahrenheit: Indigo Prophecy Remastered,6.2
Fahrenheit: Indigo Prophecy Remastered,6.2
Project CARS,8.9
Project CARS,8.9
Project CARS,8.9
Magicka: Wizard Wars,6.4
Shadowrun Chronicles: Boston Lockdown,6.5
BoxBoy!,8.2
Story of Seasons,8.4
Infinite Crisis,6.9
Broken Age: Act 2,9
Bloodborne,9.1
Borderlands: The Pre-Sequel -- Claptastic Voyage,8.4
The Evil Within: The Assignment,8.5
The Evil Within: The Assignment,8.5
Code Name S.T.E.A.M. -- Strike Team Eliminating the Alien Menace,7.9
Hotline Miami 2: Wrong Number,8.8
Cities: Skylines,8.5
Game of Thrones: Episode 4 -- Sons of Winter,8.2
Sunset,8
Sunset,8
Sunset,8
Puzzle & Dragons Z + Puzzle & Dragons Super Mario Bros. Edition,7.9
Life is Strange -- Episode 3: Chaos Theory,8
Life is Strange -- Episode 3: Chaos Theory,8
Life is Strange -- Episode 3: Chaos Theory,8
Knights of Pen & Paper II,7.8
Total War: Attila,8.1
Broken Age: Act 2,9
The Evil Within: The Consequence,7
State of Decay: Year One Survival Edition,8.9
Halo: Spartan Strike,7.2
Halo: Spartan Strike,7.2
Dungeons 2,5.2
Crypt of the Necrodancer,8.8
Resident Evil Revelations 2 -- Episode 3,7.5
DmC: Devil May Cry -- Definitive Edition,8.9
DmC: Devil May Cry -- Definitive Edition,8.9
Ori and The Blind Forest,8.5
Far Cry 4: Valley of the Yetis,7.6
Knights of Pen & Paper II,7.8
Attack on Titan: Humanity in Chains,4.9
Kerbal Space Program,9
Galactic Civilizations III,8.6
Rise of Incarnates,8
Rocket League,8
Rocket League,8
Batman: Arkham Knight -- Batgirl: A Matter of Family,6.3
Godzilla,4.5
Rory McIlroy PGA Tour,5.5
Everybodyâ€™s Gone to the Rapture,8.5
Beyond Eyes,5.5
Beyond Eyes,5.5
Rory McIlroy PGA Tour,5.5
God of War III Remastered,8.8
J-Stars Victory VS.+,5
Legends of Eisenwald,7.3
Massive Chalice,6.7
Whispering Willows,5.8
PayDay 2: Crimewave Edition,8.3
PayDay 2: Crimewave Edition,8.3
Her Story,8.5
Beyond Eyes,5.5
Submerged,6.8
Submerged,6.8
Etrian Odyssey 2 Untold: The Fafnir Knight,7.3
Angry Birds 2,6.7
Rare Replay,9
The Magic Circle,7.8
Tembo the Badass Elephant,7
Life is Strange -- Episode 4: Dark Room,6
Final Fantasy XIV Online: Heavensward,8.6
PlanetSide 2,7.6
Fallout Shelter,6.8
Devil May Cry 4 -- Special Edition,7.5
Devil May Cry 4 -- Special Edition,7.5
Tales from the Borderlands -- Episode 3:  Catch a Ride,9
